Unnamed: 0.1,language,rating,category,text
3102,russian,5.0,smartphones,"брать братишка . очень понравиться ,  довольный )
"
3103,kazakh,5.0,smartphones,"өте жақсы телефон . маған ұнады ,  сатып алғаныма өте қуаныштымын 
"
3104,russian,5.0,smartphones,"оригинал . качество супер . 
"
3105,russian,5.0,smartphones,"телефон отличный ! советовать ! 
"
3106,kazakh,5.0,smartphones,"қолдануға өте ыңғайлы . бәріңізге сатып алуда ұсынамын 
"
3107,russian,5.0,smartphones,"apple решать удивлять давать смартфон совершенно нетипичный название iphone xr . прежде ни iphone не получать подобный приставка  « r »,  из-за название новинка выглядеть необычно . apple эффект нужный  —  компания захотеть максимум встряхивать свой клиент . 
"
3108,russian,5.0,smartphones,"телефон супер ,  выбор 11 xr выбирать этот ,  одинаковый все ,  лоб лоб не отличать цена тело суперский ,  кстати советовать все ,  год 3 - 4 ходить смело ,  посмотреть )  смартфон очень удобный ,  размер ,  производительность аккумулятор очень емкий хватать 1 , 5 день смело среднее использование телефон устраивать все ,  минус не замечать ,  обзор рамка просто вкус цвет 
"
3109,russian,5.0,smartphones,"купить свой дочка ,  очень понравиться ,  камера супер ,  дизайн очень удобный ,  легкий ,  очень понравиться . 
"
3110,russian,5.0,smartphones,"очень хороший телефон iphone xr ,  удобно держать рука ,  холодный климат не отключаться 
"
3111,russian,4.0,smartphones,"телефон отличный ! минус то ,  невозможно закачивать все подряд ,  рамка наушник перекрывать экран ! 
"
3112,russian,5.0,smartphones,"стоить то ,  состояние 22.11 . 2019 год ,  самый рациональный покупка ,  выбирать телефон apple однозначно либо xr либо 11 ,  переплачивать 11 pro функция 5g просто не иметь смысл . взять 2020 год 5g . очень долго держать батарея . 
"
3114,russian,5.0,smartphones,"купить сын ,  восторг :  соответствовать характеристика ,  скорость отличный камера класс . 
"
3115,russian,5.0,smartphones,"отлично ,  очень быстро 
"
3116,russian,5.0,smartphones,"телефон классный . 
"
3117,russian,5.0,smartphones,"все хороший . 
"
3119,russian,5.0,smartphones,"хороший сервис ,  быстро получать ,  айфон не активировать ! )
"
3120,russian,5.0,smartphones,"переходить android ios ! 
 восторг не описывать ,  все устраивать ,  сей пора привыкать он ,  2й день он . 
 долго решать iphone взять ,  11 - ый что-то предыдущий модель . все-таки останавливаться данный модель . разница последний модель оказываться все-таки камера ,  не любитель такой . все оправдывать мой ожидание . 
"
3121,russian,5.0,smartphones,"все супер . 
"
3122,russian,5.0,smartphones,"супер мощный телефон ! 
"
3123,russian,5.0,smartphones,"телефон супер . взять большой память . один удовольствие пользоваться . 
"
3125,russian,5.0,smartphones,"покупать сын подарок ,  очень рад он . 
"
3126,russian,5.0,smartphones,"сделать подарок супруга . очень рад . телефон порадовать . экран хороший ,  камера супер ,  батарея обалденный . не сдерживаться заказывать тоже . спасибо каспи магазин . вилка не штатный . 
"
3127,russian,5.0,smartphones,"нравиться . отличный телефон 
"
3128,russian,5.0,smartphones,"айфон высота . камера супер ,  фото отличный ,  заряд хватать 2 сутки . доставлять рано обещать 
"
3129,russian,5.0,smartphones,"устраивать 
"
3130,russian,5.0,smartphones,"отлично )  заряд держать классно 
"
3131,russian,5.0,smartphones,"батарейка не садиться . 
"
3132,russian,5.0,smartphones,"очень хороший телефон ,  фото видео класс 
"
3133,russian,5.0,smartphones,"спасибо ! удобно легко ! 
"
3134,russian,5.0,smartphones,"отличный телефон ! доставлять рано срок ,  упаковывать ,  получать офис почта . 
"
3135,russian,5.0,smartphones,"супер не переходник 
"
3136,russian,5.0,smartphones,"понравиться весь ! отличный телефон ! камера просто шик ! прямой такой же ,  xs xsmax ока 
"
3137,russian,5.0,smartphones,"тяжелый 
"
3138,russian,5.0,smartphones,"отправлять телефон ,  задержка сторона dhl . поехать ,  забирать ,  телефон не читать наш симка . вернуть обратно ,  поменять быстро ,  все нормально работать . решать все проблема короткий срок лишний вопрос . 
"
3139,russian,5.0,smartphones,"отличный телефон ! спасибо )  рекомендовать ! 
"
3140,russian,5.0,smartphones,"классный телефон )  все нравиться ,  особенно face id 
"
3141,russian,5.0,smartphones,"телефон супер 
"
3142,russian,4.0,smartphones,"очень понравиться сын ,  спасибо быстрый доставка ! зарядный устройство 
"
3143,russian,5.0,smartphones,"супер ,  хорошо ,  просто х . камера очень крутой . нет нарекание . 
"
3144,russian,5.0,smartphones,"отлично ,  телефон супер . форс-мажор ,  телефон заканчиваться ,  приходить магазин . получаться ,  бронь телефон не сила ,  следующий день доставлять адрес . 
"
3145,russian,5.0,smartphones,"отлично хорошо ,  понравиться 
"
3146,russian,5.0,smartphones,"телефон отличный ! камера супер ! 
"
3147,russian,5.0,smartphones,"телефон отличный ! 
"
3148,russian,5.0,smartphones,"телефон довольный ,  посмотреть ,  обращение . не понравиться доставка ! приходиться сам забирать ! 
"
3150,russian,5.0,smartphones,"здравствовать . телефон купить сын ,  очень нравиться . главное ,  объем память большой ,  вообще универсальный iphone . довольный покупка ,  советовать все держатель голд карта покупать товар каспи 
"
3151,russian,5.0,smartphones,"качество супер 
"
3152,russian,5.0,smartphones,"спасибо каспи ,  исполнять мечта телефон супер ,  особенно заряд батарея надолго хватать интенсивный режим работа 
"
3153,russian,5.0,smartphones,"просто класс . слово нет . 
"
3154,russian,5.0,smartphones,"очень быстрый удобный телефон ! 
"
3155,russian,5.0,smartphones,"советовать брать шикарный телефон царапаться экран пленка 
"
3156,russian,5.0,smartphones,"спасибо 
"
3157,russian,5.0,smartphones,"удобный простой обращение негатив нет 
"
3158,russian,5.0,smartphones,"очень приветливый персонал все подробно объяснять 
"
3159,russian,5.0,smartphones,"телефон шикарный ,  толком не пользоваться зарядка не подходить наш розетка 
"
3160,russian,5.0,smartphones,"удобный пользование ,  реактивный быстрый . общий ,  не жалеть приобретение . 
"
3161,russian,5.0,smartphones,"взять муж подарок день рождение . оставаться довольный ! очень удивлять фронталка . просто 5 балл ! 
"
3162,russian,5.0,smartphones,"iphone 6s plus купить xr . заряд держать супер я ,  утро 07 : 00 21 : 00 . работать быстро ,  тормоз 
"
3163,russian,5.0,smartphones,"хороший девайс 
"
3164,russian,5.0,smartphones,"сделать подарок сын . радость нет граница ! скорость ,  качество снимок обалденный ! 
"
3165,russian,5.0,smartphones,"слово ,  высокий уровень 
"
3166,russian,5.0,smartphones,"супер телефон ! фотка шикарный . быстрый доставка ! каспи ,  хороший 
"
3167,russian,5.0,smartphones,"классный телефон ,  быстрый . камера отличный . тяжеловатый толстый . 
"
3168,russian,5.0,smartphones,"телефон супер . не понравиться ,  розетка американский ,  переходник нет . 
"
3170,russian,3.0,smartphones,"сразу покупать xs слабый динамик ,  часто пропадать сеть 
"
3171,russian,5.0,smartphones,"телефон просто нереальный ! советовать 
"
3172,russian,4.0,smartphones,"телефон хороший купить я телефон американский рынок . жаль ,  каспи двухсимочный не продавать 
"
3173,russian,5.0,smartphones,"классный телефон )  очень довольный покупка 
"
3174,russian,5.0,smartphones,"превосходить мой ожидание ! аппарат супер . все советовать 
"
3175,russian,5.0,smartphones,"отличный телефон . 
"
3176,russian,5.0,smartphones,"работать отлично ,  довольный приобретение . 
"
3177,russian,5.0,smartphones,"качество . 
"
3178,russian,5.0,smartphones,"качество сборка ,  быстродействие . тяжелый ,  стекло задний панель легко царапаться ,  дсп стол . 
"
3179,russian,5.0,smartphones,"магазин полностью довольный ,  спасибо большой цена доставка ! телефон полностью довольный . любить размер много ,  хs max деньги не хватать ,  просто нет желание переплачивать размер телефон ,  этот модель подходить идеально . начинка xs не проверять ,  вполне все ,  нужно обычный пользователь ,  много . минус не обнаруживать ,  покупка 3 неделя . 
"
3180,russian,5.0,smartphones,"телефон идеальный ,  спасибо ,  понравиться . 
"
3181,russian,5.0,smartphones,"работать прекрасно 
"
3182,russian,5.0,smartphones,"классный телефон ,  приходить быстро ,  претензия нет он 
"
3183,russian,5.0,smartphones,"камера ретушировать 
"
3184,russian,5.0,smartphones,"очень крутой удобный мобильный ,  он понравиться ,  супер . 
"
3185,russian,5.0,smartphones,"отличный телефон . 
"
3186,russian,5.0,smartphones,"телефон ,  указывать описание ,  отлично ,  выбирать качество удобство . айфон высота 
"
3187,russian,5.0,smartphones,"супер смартфон . ожидание оправдывать 
"
3188,russian,5.0,smartphones,"доставлять быстро ,  несколько день рано обещать срок . классный телефон ! хороший камера ! большой экран ! тяжеловатый . 
"
3189,russian,5.0,smartphones,"отличный телефон ! samsung восторг ! )
"
3190,russian,5.0,smartphones,"первый айфон . нравиться весь ,  кроме кнопка возврат ,  который сложно дотягиваться . надеяться ,  привыкать время 
"
3192,russian,5.0,smartphones,"сын очень понравиться ,  спасибо ! 
"
3193,russian,5.0,smartphones,"отличный телефон . стоять свой деньги ! зарядный устройство американский тип . нужный переходник 
"
3194,russian,5.0,smartphones,"iphone 7 телефон ощутимо хороший все . камера хороший ,  батарея долго держаться . брать ,  не пожалеть 
"
3195,russian,5.0,smartphones,"доставлять вовремя ,  вежливый продавец ,  быстро оформлять ,  все рекомендовать ! каспи ,  спасибо ! купить подарок сын новый год . очень красивый ,  удобный телефон . 
"
3196,russian,5.0,smartphones,"запуститься хорошо ,  принимать настройка прежний iphona 5s . беспроводный передача настройка работать ,  все 
"
3197,russian,5.0,smartphones,"классный телефон ,  сказать много . айфон айфон ! 
"
3198,russian,5.0,smartphones,"минус ,  не видно заряд процент . очень хороший телефон . 
"
3199,russian,5.0,smartphones,"приобретать данный модель временный ,  т . к . основной телефон лежать сломать . сказать ,  бюджетный телефон ,  такой стоимость называть бюджетный ,  аппарат ничто . красивый дизайн ,  насыщенный цвет корпус . взять цвет  "" blue "",  дело оказываться  "" dark blue "" . смотреться хорошо ,  корпус пластика ,  не сказать прямой самый дешевый ,  смотреться хлипенек . пока ,  пока ,  работать четко быстро . порадовать камера основной ,  фронталка ,  цветопередача нормальный такой аппарат . меню придумывать интересно ,  практика общение смартфон ,  впервые видеть способ открытие меню . единственный ,  удивлять становиться минус ,  меню не находить галерея ,  дели сей пора не понятно . батарея слабоватый . 
"
3200,russian,5.0,smartphones,"телефон неплохой ,  такой сумма очень хороший . немного думать иногда . не очень радовать отсутствие галерея ,  не проблема ,  ее скачать ,  принцип сделать . общий черта все довольный ,  телефон хороший ,  просто нужно приспосабливаться использование . 
"
3201,russian,5.0,smartphones,"однозначно хороший . отлично держать заряд ,  хороший сенсор цвет . радовать фронтальный камера 8 мп . цена - качество выдерживать ,  рекомендовать покупка . полный андроид гугл - ассистент . 
"
3202,russian,5.0,smartphones,"хороший телефон ,  брать сын подарок ,  сын оставаться довольный . нет наушник . 
"
3203,russian,5.0,smartphones,"альтернатива рынок такой деньги не находить . смотреть всякий малоизвестный бренд китайский рынок . шустрый ,  камера нормальный ,  использоваться минимальный задача ,  целое цена однозначно оправдывать ожидание . пользоваться мама ,  батарея держать двое сутки свободно ,  учитывать ,  нужный звонок короткий мессенджер . 
"
3205,russian,5.0,smartphones,"самый главное ребенок довольный ! 
"
3206,russian,5.0,smartphones,"телефон понравиться . такой деньги просто супер . 
 пока все нравиться ,  далеко посмотреть . претензия нет . 
"
3207,russian,5.0,smartphones,"телефон удобный ,  не скользить рука ,  хорошо . 
"
3208,russian,5.0,smartphones,"хороший аппарат ,  легкий ,  удобный . 
"
3209,russian,5.0,smartphones,"свой цена очень хороший . память ,  камера ,  остальное . наверное ,  хороший свой род цена ,  качество ,  данный функция . купить дед . ажешок . довольный . интернет тянуть .  27 000 не купить такой . камера 13 мп ,  16 гб память свой . оперативка неплохой .  4g интернет . нравиться ,  удивительно соотношение цена характеристика . полгода дедушка телефон минус не видеть . периодически заглядывать . 
"
3210,russian,2.0,smartphones,"телефон кирпич . перевод превосходить мой ожидание . камера не соответствовать 13 мегапиксел ,  ожидать ,  снимать плохо ,  нокиа с6 шесть мегапиксел . настройка система написать вместо  "" оперативный память ""--> "" баран ""  очень убедительно тот ,  покупать чудо хвалить . брать не себя ,  подарок . 
"
3211,russian,5.0,smartphones,"не находить . отличный производитель meizu . очень нравиться телефон ,  шустрый ,  экономичный ,  батарея держать долго ,  хватать день активный пользование . наушник нет . 
"
3212,russian,5.0,smartphones,"спасибо ,  каспи ! хороший . брать подарок ребенок . очень понравиться телефон . настраивать его ,  приятно удивлять интерфейс . 
"
3213,russian,5.0,smartphones,"товар хороший ,  работать ,  далеко посмотреть 
"
3214,russian,5.0,smartphones,"советовать самый хороший бюджетный телефон ,  стоять свой деньги ,  функция ,  лишний . достаточно прочный экран ,  хороший внешний вид . советовать брать ,  цена вообще супер ,  самый главное ,  батарея неубивать нет минус 
"
3215,russian,4.0,smartphones,"яркость экран 
 +  камера 
 +  поддержка 4g переполнять предустановленный приложение 
 -  нет галерея 
 -  из-за новизна трудно подбирать чехол защитный пленка 
"
3216,russian,5.0,smartphones,"советовать данный модель тем ,  брать телефон не игра ,  звонок работа . хороший бюджетный аппарат ,  необходимый функция быть . жаль только ,  день цена упасть два тысяча . работать вполне шустро ,  заряд держать . плюс относить съемный батарея ,  качество изображение экран . громкость динамика не очень высокий ,  она вполне достаточно . нет наушник комплект . 
"
3217,russian,5.0,smartphones,"советовать брать . брать третий такой . сначала дедушка ,  бабушка ,  дочка . samsung j5 ,  не уступать ,  дешево . управление отличие ,  остальное же . не греться вроде ,  не замечать этот . шустрый ,  камера нормальный ,  память оперативка хватать . пластмассовый ,  простенький вид . чехол стекло одевать сразу вид . 
"
3218,russian,4.0,smartphones,"соответствовать цена . ребенок пойти 4g не работать , "" устройство не опознавать ""  выдавать билайн 
"
3219,russian,5.0,smartphones,"взять внучка . восторг . такой деньги 2 гб оперативка супер . взять каспи магазин . одобрение приходить течение несколько минута .  30 минута товар я . спасибо . рекомендовать . 
"
3220,russian,5.0,smartphones,"супер ! 
"
3221,russian,5.0,smartphones,"хороший бюджетный телефон . брать ребенок . устраивать . 
"
3222,russian,5.0,smartphones,"хороший телефон свой деньги . 
"
3223,russian,5.0,smartphones,"устраивать ,  брать дочи . скорость хороший ,  фотоаппарат нормальный 
"
3224,russian,5.0,smartphones,"соответствовать заявлять характеристика . мы понравиться ,  спасибо вы . 
"
3225,russian,5.0,smartphones,"хороший смартфон 
"
3226,russian,5.0,smartphones,"хороший телефон . 
"
3227,russian,5.0,smartphones,"отличный телефон .  
 понравиться ,  пользоваться удовольствие . 
"
3228,russian,5.0,smartphones,"хороший маленький телефончик . первый ребенок самый то . 
 немного притормаживать работа ,  хотя еще не загружать приложение . 
"
3229,russian,5.0,smartphones,"хороший телефон ребенок 
"
3230,russian,5.0,smartphones,"легкий ,  удобный телефон ! ребенок понравиться . 
"
3231,russian,5.0,smartphones,"отличный ультрабюджетник ,  брать подарок тесть )  нрав ,  камера свой цена нормальный ,  батарея держать заряд день свободно . общий ,  тесть рад подарок )
"
3232,russian,5.0,smartphones,"очень хороший телефон 
"
3233,russian,5.0,smartphones,"хороший телефон . работать отлично 
"
3234,russian,5.0,smartphones,"отличный телефон ,  особенно порадовать цена . отлично смотреться синий цвет ! телефон необходимый ,  удобный простой использование . покупать ребенок ,  восторг ! 
"
3235,russian,4.0,smartphones,"цена качество соответствовать компактный не обнаруживать 
"
3236,russian,5.0,smartphones,"покупать мама . очень понятный . отличный цвет . хороший звук . работать четко ,  зависание . легкий счет корпус пластика  ( можно не покупать чехол ,  не оставлять царапина ) . два симка ,  память увеличивать счет флешка . мама довольный ! 
"
3237,russian,3.0,smartphones,"слабый . ребенок пойти 
"
3238,russian,5.0,smartphones,"спасибо ,  телефон понравиться 
"
3239,russian,5.0,smartphones,"камера очень хороший ,  дизайн телефон очень красивый модный . мы все понравиться 
"
3240,russian,5.0,smartphones,"хороший телефон ,  работать ,  свой цена соответствовать . покупать не себя ,  но ,  принцип ,  жалоба нет . удивлять ,  нет галерея ,  легко исправимый ,  скачать плей маркет . 
"
3241,russian,5.0,smartphones,"хороший дизайн . нравиться . отличный телефон ,  претензия нет . 
"
3242,russian,4.0,smartphones,"хороший телефон 
"
3243,russian,4.0,smartphones,"не подводить ,  нормально работать ,  все отлично удобство нет 
"
3244,russian,5.0,smartphones,"устраивать брать сын ,  довольный ! заряд целый день хватать ,  общий ,  первый смартфон подросток самый то ! пользоваться второй неделя ,  нарекание нет рынок нет ни чехол ,  ни защитный стекло мейза ,  приходиться заказывать алиэкспресс 
"
3245,russian,5.0,smartphones,"кто нужный недорогой телефон ,  хороший характеристика ,  советовать брать ,  не пожалеть . отличный телефон ,  быстродействие высота ,  не зависать ,  связь отличный . батарея слабый такой телефон . 
"
3246,russian,5.0,smartphones,"огромный спасибо каспи такой возможность ! хороший телефон ,  брать ребенок месяц назад купить свекровь . хороший камера ,  главное ,  доступный цена . не мочь разбираться ,  сделать отдельно галерея фото ,  приходиться заходить проводник . 
"
3247,russian,5.0,smartphones,"не жаловаться 
"
3248,russian,5.0,smartphones,"понравиться . дочка довольный . камера отличный 
"
3249,russian,5.0,smartphones,"превосходить ожидание ,  просто очень хороший смартфон деньги . приятный неожиданность . советовать . 
"
3250,russian,5.0,smartphones,"отлично ,  устраивать . 
"
3251,russian,5.0,smartphones,"супер . 
"
3252,russian,5.0,smartphones,"хороший телефон соотношение цена качество 
"
3253,russian,5.0,smartphones,"доставка рудный 3 день . ребята ,  молодец ! товар отличный . телефон симпатичный ! 
"
3254,russian,5.0,smartphones,"цена ,  наверное ,  самый хороший . голый андроид . не flyme ,  остальной meizu .  16gb память ,  поддерживать 4g . очень долго заряжаться . такой цена это ,  конечно ,  нормальный )
"
3255,russian,5.0,smartphones,"доставлять быстро . спасибо продавец . телефон хороший ,  цена отличный . 
"
3256,russian,4.0,smartphones,"оригинальный дизайн . цена ,  камера неплохо снимать . нет радио ,  сложно находить защитный стекло . 
"
3257,russian,5.0,smartphones,"хороший телефон ,  все ,  нужно . аккуратный ,  удобный ,  неплохой оперативка небольшой деньги . 
"
3259,russian,4.0,smartphones,"цена телефон отличный )
"
3260,russian,5.0,smartphones,"шустрый нет галерея ,  нужно скачать 
"
3261,russian,5.0,smartphones,"ребенок рад . телефон легкий ,  стоять свой деньги . нет недостаток . 
"
3262,russian,5.0,smartphones,"очень хороший телефон школьница ,  дочка понравиться ,  спасибо огромный 
"
3263,russian,4.0,smartphones,"хороший телефон множество функция конфигурация неплохой цена . 
"
3265,russian,5.0,smartphones,"спасибо команда каспи отличный работа . телефон купить сын ,  пользоваться месяц ,  нарекание нет . сын довольный . хороший бюджетный вариант . нет галерея ,  проблема решать скачать плэй маркет . 
"
3266,russian,5.0,smartphones,"отличный телефон ,  советовать 
"
3267,russian,5.0,smartphones,"ребенок нравиться . брать два . черный синий цвет . нормально . игрушка ребенок играть . тянуть 
"
3268,russian,5.0,smartphones,"хороший телефон . 
"
3269,russian,5.0,smartphones,"очень удобный корпус . не скользить ,  нет необходимость покупать дополнительно чехол . 
"
3270,russian,5.0,smartphones,"такой цена достойный смартфон . красивый дизайн . недостаток не обнаруживать . 
"
3271,russian,5.0,smartphones,"телефон покупать ребенок . работать четко ,  не тормозить . камера столь бюджетный телефон хороший . заряд держать 2 день . минус не обнаруживать . 
"
3272,russian,5.0,smartphones,"яркий ,  хороший сенсор . батарея держать заряд нормально . нравиться . 
"
3273,russian,5.0,smartphones,"понравиться ! жаль ,  чехол нет ! 
"
3274,russian,5.0,smartphones,"полный соответствие качество цена . спасибо alser отдельный спасибо kaspi онлайн - магазин бонус покупка ! смартфон превосходить ожидание :  легкий ,  удобный использование ,  большой экран ,  зарядка коробка . не встречать товар недорогой доступный цена ничто не уступать дорогой устройство наушник не 
"
3275,russian,5.0,smartphones,"отличный смартфон ,  советовать 
"
3276,russian,2.0,smartphones,"дисплей не похожий ips ,  скоро напоминать try . 
"
3277,russian,5.0,smartphones,"брать сын подарок хорошо . такой цена отличный вариант ! 
"
3278,russian,5.0,smartphones,"нормально 
"
3279,russian,5.0,smartphones,"шустрый телефон приемлемый цена ! 
"
3280,kazakh,5.0,smartphones,"өте ынғайлы телефон ,  алсер өте тез жеткізіп берді ,  рахмет ! 
"
3281,russian,5.0,smartphones,"хороший телефон . стоять свой деньги 
"
3282,russian,5.0,smartphones,"простой смартфон ! заряд держать долго нет 
"
3283,russian,5.0,smartphones,"удобный рука ,  быстрый интернет ,  нравиться 
"
3284,russian,5.0,smartphones,"вообще выбирать чисто навигатор ,  понравиться ,  второй телефон . цена шикарно работать ,  подвисание . минус не выявлять . 
"
3285,kazakh,5.0,smartphones,"сатушыларға рахмет ,  қызмет көрсетуіне ризамын . ұялы телефон көңілмен шықты . 
"
3286,russian,5.0,smartphones,"удивляться ,  малый бюджет отличный смартфон . все ,  указывать характеристика . 
"
3287,russian,4.0,smartphones,"телефон хороший ,  соответствовать цена . доставка быстрый . 
"
3288,russian,5.0,smartphones,"аккумулятор держать . не зависать . целое все устраивать . спасибо каспи . 
"
3289,russian,5.0,smartphones,"цена хороший смартфон .  4g ,  2 гб оперативка ,  пленка стекло . второй телефон whatsapp идеальный вариант . вход телефон зарядный шнур туго заходить . такой деньги некритичный ,  дешево 4g момент покупка не видеть . 
"
3290,russian,5.0,smartphones,"нормальный рабочий телефон объем память небольшой 
"
3291,russian,5.0,smartphones,"рекомендовать . здравствовать . телефон покупать ребенок 11 год . цена качество хороший . дочь очень понравиться . минус не замечать . 
"
3292,russian,5.0,smartphones,"легкий удобный . мама оставаться довольный 
"
3293,russian,5.0,smartphones,"хороший вариант . корпус пластмасса ,  чехол . общий ,  телефон такой цена очень хороший . 
"
3294,russian,5.0,smartphones,"хороший телефон . 
"
3295,russian,5.0,smartphones,"такой цена получать аппарат неплохой характеристика  ( 2 гб оперативный память ,  16 гб внутренний память ,  камера неплохой ) . лежать рука хорошо ,  рифленый поверхность давать знать . общий ,  хороший телефон повседневный работа . рекомендовать . 
"
3296,russian,5.0,smartphones,"алсера быстрый обслуживание ,  хороший консультант ! такой цена память просто подарок . простой понятный смартфон . нет продажа чехол . 
"
3297,russian,5.0,smartphones,"телефон общий неплохой ,  пользоваться 
"
3298,russian,5.0,smartphones,"телефон очень хороший ,  понравиться ,  хороший качество 
"
3299,russian,5.0,smartphones,"полностью соответствовать заявлять опция . цена занижать . купить дочь ,  11 год ,  поменять несколько телефон ,  брать временный . очень довольный . 
"
3301,russian,5.0,smartphones,"товар брать дочка ,  телефон понравиться ,  такой деньги ребенок очень 
"
3302,kazakh,5.0,smartphones,"рахмет ,  өте қатты ұнады ,  бағасы тиімді . рахмет ,  каспи . рахмет ,  алсер 
"
3303,russian,4.0,smartphones,"алсер каспи молодец ! телефон хороший ,  не тормозить . рабочий телефон самый то . цена отличный единственный ,  плохо задний крышка вечно немного отходить ,  постоянно конец закрывать . не критично не 
"
3304,russian,5.0,smartphones,"понравиться все ,  очень удобный . 
"
3305,russian,4.0,smartphones,"самый главное ,  дочка довольный . приложение нет галерея музыкальный проигрыватель . 
"
3306,russian,5.0,smartphones,"устраивать ,  советовать . 
"
3307,russian,4.0,smartphones,"товар вовремя доставлять . хороший качество связь фотография . 
"
3309,russian,5.0,smartphones,"приобретать телефон ребенок . удобный ,  батарея хватать надолго . целый ,  хороший . не находить чехол пленка . 
"
3310,russian,5.0,smartphones,"хороший аппарат свой деньги . не нужно ждать что-то сверхъестесивенный ,  не греться ,  долго держать заряд . удобный эксплуатация . 
"
3311,russian,5.0,smartphones,"покупать ,  не пожалеть телефон хороший ,  купить подарок . звук громкий ,  хороший дизайн ,  цвет синий смотреться богато . весь советовать ,  функция быть . спасибо каспи не мочь плохой сказать 
"
3312,kazakh,5.0,smartphones,"өте жақсы телефон ,  ұнады өзіме . бағасы керемет . заряд екі күнге жетеді қазірше ешқандай ақау көрген жоқпын 
"
3313,russian,5.0,smartphones,"отлично цена . не просить невыполнимый телефон ,  повседневный эксплуатация хороший . отдельно отмечать андроид 8 
"
3314,russian,5.0,smartphones,"удобно держать рука ,  нескользяшать поверхность ,  цвет темно-синий ,  удобный интерфейс . брать подарок мама . нарекание нет . 
"
3316,russian,5.0,smartphones,"такой цена хороший телефон . подарить мама ,  функционал устраивать . процесс эксплуатация видно . 
"
3317,russian,5.0,smartphones,"свой цена телефон нормальный ! нет чехол модель 
"
3318,russian,5.0,smartphones,"телефон купить внук . очень нравиться . такой деньги очень неожиданно . товар доставлять примерно час заказ . спасибо большой . 
"
3319,russian,5.0,smartphones,"телефон очень понравиться . особенно цена ,  полностью соответствовать . покупать сын ,  восторг . 
"
3320,russian,5.0,smartphones,"телефон покупать ребенок . второй день покупка снизу сверху поле красный становиться ,  смотреться не изъян ,  дизайн обои ,  непонятно . дочь не понравиться ,  понести сервис ,  сбросить настройка ,  нормально пока . покупка неделя . целое яркий хороший телефон . 
"
3321,russian,5.0,smartphones,"доступный цена . телефон хороший ,  компактный . 
"
3322,russian,5.0,smartphones,"доступный цена ,  самый оптимальный вариант цена . 
"
3323,kazakh,4.0,smartphones,"телефонд өшіріп қосқан кезде ,  экран ағарып түрді . біраздан кейін қосылды ,  ойымдағыдай болмада 
"
3324,russian,5.0,smartphones,"классный телефон ,  деньги дешево не находить экран ,  звук все нравиться 
"
3325,russian,5.0,smartphones,"все рекомендовать отличный телефон доступный цена ,  быстрый не видеть недостаток 
"
3326,russian,5.0,smartphones,"думать приобретать сестра . камера отличный ,  память много ,  качество хороший . советовать посмотреть приобретать телефон . нет плохой качество . 
"
3327,russian,5.0,smartphones,"отлично работать . братишка нравиться . 
"
3328,russian,5.0,smartphones,"очень хороший ,  бюджетный ,  ребенок понравиться . очень понравиться мы ,  доча восторг ! 
"
3329,russian,5.0,smartphones,"новый модель ,  все хорошо . телефон понравиться . свой цена иметь достаточно хороший камера ,  работать быстро . 
"
3330,russian,5.0,smartphones,"телефон хороший ,  цена самый 
"
3331,russian,5.0,smartphones,"все понравиться ,  сын довольный ,  подарить новый год . телефон замечательный такой сумма . 
"
3332,russian,5.0,smartphones,"покупать подарок дочь . восторг . целое телефон соответствовать свой цена . 
"
3333,kazakh,3.0,smartphones,"маған ұнады ,  рахмет . 
"
3334,russian,1.0,smartphones,"качество ноль 
"
3335,russian,5.0,smartphones,"добрый день . айфон очень удобный . сделать правильный выбор работа второй симка . неудобно 
"
3336,russian,5.0,smartphones,"каспи высокий уровень камера высокий уровень абсолютно устраивать 
"
3337,russian,5.0,smartphones,"очень удобный ,  устраивать ,  работать быстро ,  всякий нарекание ! 
"
3338,russian,5.0,smartphones,"астана находить все . хороший телефон ,  удобный . 
"
3340,russian,5.0,smartphones,"неплохой аппарат камера хороший цена правда кусаться 
"
3341,russian,5.0,smartphones,"переходить маленький телефон 4 дюйм 5.5 весьма не удобно )  первый день болеть рука ,  привыкать . 
 в андроид свой фишка ,  лишь привыкать он . 
 сила процессор не замечать ,  зарядка держать нормально . скорость зарядка ,  дисплей ,  дизайн ,  звук . 
 камера снимать хорошо ,  функция не испробовать . переезжать айфон андроид ,  сказать . рука не привыкать кнопка назад ,  некоторый мелочь доработка по .  
 4g beeline не поддерживать . 
 нужно постоянно чистить кеш . 
"
